cnt,course_cmu_id,course_piazza_id,name,prof,term,course_id,stats_i_answers,stats_net_time,stats_posts,stats_questions,stats_response_time,stats_s_answers,top_user_0_answers,top_user_0_asks,top_user_0_days,top_user_0_posts,top_user_0_user_id,top_user_0_views,top_user_1_answers,top_user_1_asks,top_user_1_days,top_user_1_posts,top_user_1_user_id,top_user_1_views,top_user_2_answers,top_user_2_asks,top_user_2_days,top_user_2_posts,top_user_2_user_id,top_user_2_views
8,94832-A3,jc71os0xtie196,Business Intelligence & Data Mining SAS - A3,None,Spring 2018,jc71os0xtie196,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,99101-B3,jc74o2u45no6sp,Computing @ Carnegie Mellon - B3,None,Spring 2018,jc74o2u45no6sp,,0,5,5,,0,,,,,,,,,,,,,,,,,,
5,03763,jc7rmr3bg5w4oj,Advanced Systems Neuroscience,None,Spring 2018,jc7rmr3bg5w4oj,,0,5,5,,0,,,,,,,,,,,,,,,,,,
47,11-634,jc7s7nbifsup5,11-634 MCDS Analytics Capstone Planning Seminar,Matthias Grabmair,Spring 2018,jc7s7nbifsup5,8.0,0,130,49,5331.0,9,3.0,2.0,99.0,16.0,j1dqhxkcj1u3ce,40.0,0.0,0.0,112.0,7.0,j1dqhwsbs7v3bn,40.0,1.0,1.0,114.0,5.0,j1dqhxztvc3d4,41.0
1,76417,jc7sqr3fxw31m4,Realism and Modernism in 20th Century American Fiction,None,Spring 2018,jc7sqr3fxw31m4,,0,5,5,,0,,,,,,,,,,,,,,,,,,
7,24775-A,jc7srrzhj9ywj,Special Topics: Robot Design and Experimentation,None,Spring 2018,jc7srrzhj9ywj,,0,5,5,,0,,,,,,,,,,,,,,,,,,
30,24773-A,jc7tklbx6zi5pl,Special Topics Multivariable Linear Control,"Mark Bedillion, Bin Xu",Spring 2018,jc7tklbx6zi5pl,79.0,0,311,95,1431.0,20,4.0,13.0,20.0,28.0,j6p5ebr894x4xg,52.0,1.0,7.0,27.0,19.0,isi4gp3j2811pc,75.0,0.0,12.0,58.0,17.0,j6se49jcKxU,81.0
85,73240-1,jc7tqzgvnex2z8,Intermediate Macroeconomics,"Ariel Zetlin-Jones, William Bednar, Shu Lin Wee",Spring 2018,jc7tqzgvnex2z8,206.0,0,557,215,7634.0,13,0.0,32.0,53.0,46.0,ijaqw9hkd5b14r,164.0,3.0,32.0,97.0,43.0,iprn53yemjowj,184.0,0.0,11.0,38.0,18.0,ib1xnlzfn302mz,128.0
6,47817-A3,jc7ux410bj2p4,Game Theory & Applications 17-18 A3,Selcuk Ozyurt,Spring 2018,jc7ux410bj2p4,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,21441-W,jc7uy4sth4f14w,Number Theory,None,Spring 2018,jc7uy4sth4f14w,,0,5,5,,0,,,,,,,,,,,,,,,,,,
119,02-613/15-351/15-650,jc7w4s63nck2p9,Algorithms and Advanced Data Structures,Matt Ruffalo,Spring 2018,jc7w4s63nck2p9,173.0,0,881,304,10611.0,66,19.0,11.0,96.0,53.0,ie07dsdhf8b1p9,250.0,14.0,3.0,102.0,36.0,isltr952871pm,204.0,1.0,8.0,103.0,22.0,j6h0awb3qgn4a4,205.0
1,48205,jc7x0ebpxd85n2,Architecture Design Studio: Elaboration II,Jeremy Ficca,Spring 2018,jc7x0ebpxd85n2,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,21101-A3,jc807ikluo74ok,Introduction to Fractals and Chaos - Spring 2018,None,Spring 2018,jc807ikluo74ok,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,05861,jc82jdakfbd1qw,METALS Capstone Project Course I,None,Spring 2018,jc82jdakfbd1qw,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,79345,jc82jtvux4yrh,The Roots of Rock & Roll - S18,None,Spring 2018,jc82jtvux4yrh,,0,5,5,,0,,,,,,,,,,,,,,,,,,
151,10-708,jc83ft0tbvt60,Probabilistic Graphical Models,"Xiongtao Ruan, Kayhan Batmanghelich, Yuanning Li, Yifeng Tao",Spring 2018,jc83ft0tbvt60,376.0,0,1352,386,1451.0,41,4.0,26.0,78.0,49.0,i4vsqhbb22m3z2,291.0,1.0,18.0,44.0,46.0,ie1n6h57inw3gw,250.0,0.0,23.0,95.0,38.0,hw8wu40rbf15ey,296.0
2,70122-W-X,jc84fww8ajj1u1,Introduction to Accounting,None,Spring 2018,jc84fww8ajj1u1,,0,5,5,,0,,,,,,,,,,,,,,,,,,
187,15-451,jc85ycicp4x109,15-451: Algorithms,Anupam Gupta,Spring 2018,jc85ycicp4x109,553.0,0,2857,674,709.0,129,18.0,20.0,111.0,92.0,iprn5fxu9pv17z,359.0,24.0,10.0,109.0,90.0,i4uj9hrqtvg76a,366.0,14.0,22.0,102.0,77.0,isltr952871pm,264.0
0,70311,jc87165j9sn7mi,Organizational Behavior,None,Spring 2018,jc87165j9sn7mi,,0,5,5,,0,,,,,,,,,,,,,,,,,,
33,73265-A,jc8768f1t8m3xg,Economics and Data Science,"John Gasper, Suren Wanasundera",Spring 2018,jc8768f1t8m3xg,49.0,0,153,72,1840.0,8,0.0,8.0,56.0,14.0,idz68gjwlo65c8,40.0,0.0,10.0,16.0,12.0,ixv0u679wt42uk,38.0,2.0,6.0,45.0,10.0,iprn5pefrdn1hn,31.0
3,45821-M3,jc88usk6fl21lk,Investment Analysis 17-18 M3,"Burton Hollifield, William Bednar",Spring 2018,jc88usk6fl21lk,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,09502,jc8cvt5vgse1xc,Organic Chemistry of Polymers,Julia Cuthbert,Spring 2018,jc8cvt5vgse1xc,,0,5,5,,0,,,,,,,,,,,,,,,,,,
63,70257,jc8dhs2tihw5dy,Optimization for Business,"Benjamin Moseley, Arash Haddadan, Ryo Kimura, Mehmet Aydemir, arash haddadan, Amin Hosseininasab",Spring 2018,jc8dhs2tihw5dy,280.0,0,599,183,4159.0,15,0.0,51.0,53.0,73.0,ijaqw9hkd5b14r,131.0,3.0,16.0,30.0,34.0,idz67ggh2lg3a8,140.0,0.0,19.0,21.0,24.0,iprn5tlxf8x1ln,79.0
36,S18 67364,jc8g6i2ycdx2h3,67364 Practical Data Science,Prof. Raja,Spring 2018,jc8g6i2ycdx2h3,48.0,0,204,99,2669.0,3,0.0,7.0,82.0,20.0,iprn4bvuh174a,32.0,0.0,6.0,56.0,12.0,ishpqg469go3gb,66.0,0.0,7.0,83.0,8.0,iprn5aq9lym12u,57.0
43,S18 95885,jc8gc7zf5l05st,Data Science and Big Data,Prof. Raja,Spring 2018,jc8gc7zf5l05st,103.0,0,454,175,2330.0,12,2.0,10.0,39.0,23.0,j4psv2rh1lX,107.0,0.0,4.0,57.0,21.0,j7gn4gctm2y3mx,103.0,2.0,10.0,92.0,20.0,j7gd7elon454p7,149.0
52,S18 67262,jc8gg2f2d1t6z,Database Design and Development,Prof. Raja,Spring 2018,jc8gg2f2d1t6z,142.0,0,444,185,2406.0,7,0.0,15.0,74.0,22.0,iprn5detnqk15n,137.0,0.0,13.0,102.0,21.0,hz9xqblzcys58e,88.0,2.0,14.0,89.0,19.0,iprn48oecyrv,146.0
2,03330-W,jc8ro8klyr84jz,Genetics,None,Spring 2018,jc8ro8klyr84jz,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,67357-W,jc8y9ph8dpz6o0,Healthcare Analytics and Big Data,MOHAMMED AL-SADI,Spring 2018,jc8y9ph8dpz6o0,,0,5,5,,0,,,,,,,,,,,,,,,,,,
4,91804-A,jc94eoookb9597,Financial Analysis for Managers,None,Spring 2018,jc94eoookb9597,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,73341-W,jc958prr4r32fr,Within the Firm: Managing through Incentives,None,Spring 2018,jc958prr4r32fr,,0,5,5,,0,,,,,,,,,,,,,,,,,,
92,19101,jc96ko0if0keo,Introduction to Engineering and Public Policy,"Deanna Matthews, Jacob Ward, Nicole Racine",Spring 2018,jc96ko0if0keo,211.0,0,868,380,5967.0,42,27.0,5.0,78.0,64.0,j4siklt83qf47b,174.0,0.0,27.0,69.0,30.0,j3du4h1sknu30f,129.0,4.0,12.0,45.0,25.0,i002dq5r40940z,155.0
50,02710,jc97kd4f6z062,Computational Genomics,"Amir Alavi, Ziv Bar-Joseph, Jian Ma, Sabrina Rashid",Spring 2018,jc97kd4f6z062,224.0,0,1486,284,2196.0,45,1.0,21.0,96.0,80.0,j6p5dzg64qi4qa,197.0,0.0,30.0,100.0,75.0,jchwlvnbk0wk7,227.0,13.0,16.0,86.0,67.0,jchwm2ffclwos,165.0
4,45791-C3,jc99cy4byl76mv,"Interpersonal Managerial Communication 17-18 C,D,N,P3",None,Spring 2018,jc99cy4byl76mv,,0,5,5,,0,,,,,,,,,,,,,,,,,,
6,45701-A3,jc9dp2hcea15ie,Financial and Managerial Accounting II 17-18 A3,None,Spring 2018,jc9dp2hcea15ie,,0,5,5,,0,,,,,,,,,,,,,,,,,,
24,80208-A,jc9dv5rpcxc1kx,Critical Thinking,Mara Harrell,Spring 2018,jc9dv5rpcxc1kx,1.0,0,10,8,,1,,,,,,,,,,,,,,,,,,
1,12794-A,jc9e0hz0mer6yq,Graduate Seminar,None,Spring 2018,jc9e0hz0mer6yq,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,70422-A,jc9gpqll9kg268,Managerial Accounting,None,Spring 2018,jc9gpqll9kg268,,0,5,5,,0,,,,,,,,,,,,,,,,,,
77,11763,jc9gxhxxz7q6ev,Structured Prediction for Language and Other Discrete Data,"Simral Chaudhary, Chaitanya Ahuja, Bhiksha Raj, Taylor Berg-Kirkpatrick, Shubham Tripathi, Taylor Berg-Kirkpatrick",Spring 2018,jc9gxhxxz7q6ev,86.0,0,344,111,1398.0,8,0.0,11.0,60.0,29.0,j6sclpq73cq7n8,73.0,1.0,8.0,79.0,22.0,isbx57woanhdx,68.0,1.0,6.0,115.0,13.0,j1dqhxx9gcb3cy,72.0
1,45806-E3,jc9hel92h691j1,Entrepreneurial Alternatives 17-18 E3,None,Spring 2018,jc9hel92h691j1,,0,5,5,,0,,,,,,,,,,,,,,,,,,
42,18732,jc9l0juzcfn2na,Secure Software Systems,"Bryan Parno, Lujo Bauer, Aymeric Fromherz, Nimit Dipakkumar Shah",Spring 2018,jc9l0juzcfn2na,194.0,0,1075,307,1094.0,50,32.0,35.0,111.0,169.0,j6h0ar7hl3o45w,215.0,0.0,29.0,78.0,70.0,isgbqtou70l5kx,161.0,3.0,16.0,112.0,60.0,j6h0asfae5646u,198.0
79,16-311,jc9mv486zav4ah,Introduction to Robotics,Hannah Lyness,Spring 2018,jc9mv486zav4ah,290.0,0,974,340,367.0,12,0.0,33.0,102.0,52.0,idgkk8jtko73ih,134.0,0.0,30.0,67.0,41.0,ipbrvcokhv240i,220.0,1.0,24.0,95.0,36.0,iprn5docdwe15x,203.0
41,36326-A,jc9nw596fd96yy,Mathematical Statistics (Honors),"Chad Michael Schafer, Alan Mishler",Spring 2018,jc9nw596fd96yy,117.0,0,420,137,1429.0,29,5.0,19.0,107.0,44.0,ijaqx3fqy4q1nv,74.0,4.0,21.0,61.0,34.0,idz690gz6rk5ms,61.0,8.0,6.0,108.0,26.0,ipbrvhbxrd3461,99.0
1,45745-F3,jc9o63narv240m,Ethics and Leadership 17-18 F3,None,Spring 2018,jc9o63narv240m,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,45803-A3,jc9p8ljdnic4tv,"Strategy, Performance Measurement and Corporate Governance 17-18 A3",None,Spring 2018,jc9p8ljdnic4tv,,0,5,5,,0,,,,,,,,,,,,,,,,,,
108,36315,jc9twyt7dpf29h,Statistical Graphics and Visualization,"Niccolo Dalmasso, Ryan Christanson, Matteo Bonvini, Grace, Jerzy Wieczorek, Charles Wang, Sally Guo, Nikita Gupta, Yudi  Jin, Naveen Shankar, Alex Yu",Spring 2018,jc9twyt7dpf29h,495.0,0,1285,440,1187.0,23,1.0,34.0,105.0,56.0,idz696n7uip5py,255.0,1.0,49.0,40.0,55.0,hz9ydds1oscni,286.0,0.0,24.0,72.0,37.0,iu7sm4xlnjj2d1,105.0
91,05434,jc9utaznsev486,Applied Machine Learning,"Sreecharan Sankaranarayanan, Joseph Chang, Shuxin Lin, Carolyn Rose",Spring 2018,jc9utaznsev486,195.0,0,760,201,2521.0,28,6.0,15.0,39.0,55.0,jdhx93iavr763,131.0,0.0,26.0,22.0,38.0,jcqtfp28Vobp,60.0,1.0,17.0,33.0,31.0,j6y56fmxJI0,100.0
4,84389,jca29pdwlrm17o,Terrorism and Insurgency,None,Spring 2018,jca29pdwlrm17o,,0,5,5,,0,,,,,,,,,,,,,,,,,,
20,21124-1,jcaa1k1cu9w132,Calculus II for Biologists and Chemists,None,Spring 2018,jcaa1k1cu9w132,,0,6,6,,0,,,,,,,,,,,,,,,,,,
0,45745-M3,jcacsaz6nsz2zt,Ethics and Leadership 17-18 M3,None,Spring 2018,jcacsaz6nsz2zt,,0,5,5,,0,,,,,,,,,,,,,,,,,,
18,15-494/694,jcaefvepl1j36m,Cognitive Robotics,Dave Touretzky,Spring 2018,jcaefvepl1j36m,41.0,0,161,82,3397.0,11,1.0,17.0,26.0,20.0,ic77ti7jjd170g,56.0,0.0,5.0,103.0,11.0,ie1u42wkomt2j0,39.0,2.0,6.0,105.0,9.0,iayotiud2ub19y,70.0
25,15-294-A3,jcaehwr3u9q3rj,Rapid Prototyping Technologies,Dave Touretzky,Spring 2018,jcaehwr3u9q3rj,35.0,0,319,78,7708.0,4,1.0,2.0,48.0,19.0,hw8wu1szoxq59b,54.0,0.0,1.0,40.0,18.0,iprn5k6tx8l1cc,70.0,1.0,3.0,79.0,17.0,ipbrvgesg8k44p,59.0
181,15-418/618,jcafxxs62u457l,Parallel Computer Architecture and Programming,Randal E. Bryant,Spring 2018,jcafxxs62u457l,614.0,0,2819,811,2071.0,179,65.0,27.0,86.0,176.0,hy5yqdszm9x17u,375.0,4.0,29.0,108.0,70.0,j6p5nx946mf5l9,321.0,3.0,28.0,101.0,62.0,isdk0rjgn3z2jy,406.0
5,76101 MINI1 9:30 DATA MOREAU,jcaksdr7dxv2pz,76101 mini1 9:30 Data Moreau,CP Moreau,Spring 2018,jcaksdr7dxv2pz,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,90703-A3,jcamr8oiiku5vd,Women and Public Policy,None,Spring 2018,jcamr8oiiku5vd,,0,5,5,,0,,,,,,,,,,,,,,,,,,
175,85211,jcamrybvo1q3e0,Cognitive Psychology,"Charles  Kemp, Lily Marty, Anita Delahay, Prachi Mahableshwarkar, Kade Stewart, Nidhi Patel, Anjie Cao",Spring 2018,jcamrybvo1q3e0,177.0,0,592,252,11332.0,41,2.0,15.0,46.0,20.0,j4kh35p7xvp7h4,132.0,2.0,9.0,35.0,18.0,iprn5ll7nbs1e0,98.0,0.0,13.0,57.0,18.0,iprn5cpbx0a14z,128.0
18,73160,jcanuzsrhqs1ss,Foundations of Microeconomics: Applications and Theory,"Carol Goldburg, Stephen Spear, Caroline Hopkins, Stephen Spear",Spring 2018,jcanuzsrhqs1ss,,0,6,6,,0,,,,,,,,,,,,,,,,,,
80,03121-B,jcaowi7lva53nf,Modern Biology - Section B,"DJ Brasier, Scott Alexander Keith, Stephanie Alexandra Wong-Noonan",Spring 2018,jcaowi7lva53nf,,0,5,5,,0,,,,,,,,,,,,,,,,,,
67,03121-C,jcap4keglbh5b6,Modern Biology - Section C,"DJ Brasier, Stephanie Alexandra Wong-Noonan",Spring 2018,jcap4keglbh5b6,,0,5,5,,0,,,,,,,,,,,,,,,,,,
145,17-214,jcapxjdbtx0gt,Principles of Software Construction,Charlie Garrod,Spring 2018,jcapxjdbtx0gt,969.0,0,3451,983,1976.0,102,5.0,84.0,108.0,213.0,iprn4sk6252l9,408.0,2.0,58.0,103.0,98.0,hw8wu3mvoc75dv,564.0,7.0,52.0,98.0,95.0,iri1bkwcboc70r,405.0
179,DSC 24-352,jcaq4rcug4a6oe,Dynamic Systems and Controls,"Prof. Burak Ozdoganlar, Shivang Shekhar, Wei Chen, Yusuf Mert Senturk, Keith Heyde, Jose Veintimilla",Spring 2018,jcaq4rcug4a6oe,244.0,0,650,234,1934.0,32,3.0,18.0,51.0,25.0,hw8wu2m6g0d5bd,145.0,0.0,14.0,77.0,24.0,i90kybwvt7m55d,165.0,6.0,11.0,77.0,23.0,j6wen6464la4vn,199.0
4,45791-F3,jcarb2k4nwt3zr,"Interpersonal Managerial Communication 17-18 F,J,K,L3",None,Spring 2018,jcarb2k4nwt3zr,,0,5,5,,0,,,,,,,,,,,,,,,,,,
8,18-641,jcard4b4t6b268,Design Patterns for Smartphone Development,"Cathy Bishop, Benjamin Munyoki, Martin Bbaale",Spring 2018,jcard4b4t6b268,10.0,0,90,43,9509.0,4,0.0,6.0,62.0,14.0,jcarmkugwvj7ja,39.0,2.0,3.0,57.0,10.0,j5s5umf46cuyt,37.0,2.0,2.0,70.0,9.0,j6ukz2jkyz72h,37.0
23,04-801 L3,jcarh4q8dkv4p8,Linux Programming,Cathy Bishop,Spring 2018,jcarh4q8dkv4p8,16.0,0,276,79,2170.0,16,2.0,7.0,42.0,28.0,irez03pne5q6r1,74.0,3.0,4.0,71.0,25.0,j5s6da2fnu45g4,71.0,4.0,3.0,100.0,21.0,j5s5txtfpfb16f,76.0
5,03391-A,jcaruvxkdma3sg,Microbiology,None,Spring 2018,jcaruvxkdma3sg,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,45701-F3,jcasr43n9imr5,Financial and Managerial Accounting II 17-18 F3,None,Spring 2018,jcasr43n9imr5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
97,24231,jcaugvat8ol6ij,Fluid Mechanics,LeimingHu,Spring 2018,jcaugvat8ol6ij,46.0,0,144,55,857.0,4,1.0,5.0,91.0,10.0,hw8wu576cne5hd,24.0,0.0,4.0,7.0,8.0,ipbrvd7bbzd416,11.0,0.0,3.0,23.0,5.0,ipbrvbx6x9m3zh,29.0
52,17676,jcaugw6v74p2up,Project Bootcamp,"Eduardo L Miranda, David Root, Mel Rosso-Llopart, Matthew Bass",Spring 2018,jcaugw6v74p2up,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,80602-A,jcauwmabex3hh,Philosophy Core Seminar II,None,Spring 2018,jcauwmabex3hh,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,82732-B,jcaysi6i5nc1iv,Issues in Tesol,None,Spring 2018,jcaysi6i5nc1iv,,0,5,5,,0,,,,,,,,,,,,,,,,,,
27,15-740/18-740,jcb4ea9k1le4t1,Computer Architecture,Nathan Beckmann,Spring 2018,jcb4ea9k1le4t1,55.0,0,183,74,2668.0,8,1.0,9.0,96.0,22.0,hkx2uex5m9t36y,60.0,2.0,11.0,90.0,19.0,hqft6nuatm16o9,62.0,0.0,9.0,96.0,12.0,isg1unbjpxlj1,61.0
3,12728-A,jcb6882myw329,Remediation Engineering,None,Spring 2018,jcb6882myw329,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,21355-C,jcb6tr80sy7558,Principles of Real Analysis I,None,Spring 2018,jcb6tr80sy7558,,0,5,5,,0,,,,,,,,,,,,,,,,,,
53,18739/14820,jcb78lfu7qi749,Security and Fairness of Deep Learning,"Caleb Kaiji Lu, Piotr Mardziel, Anupam Datta",Spring 2018,jcb78lfu7qi749,245.0,0,1472,536,3302.0,109,3.0,30.0,67.0,102.0,iy0vlx7e8wqqb,338.0,5.0,56.0,112.0,97.0,isgbqrx03nl5jg,286.0,31.0,14.0,109.0,94.0,h66hq0e85qg1xz,346.0
1,24687,jcb8p3q57zf6ef,Grand Challenge Innovation,None,Spring 2018,jcb8p3q57zf6ef,,0,5,5,,0,,,,,,,,,,,,,,,,,,
180,15-719,jcb9o5s0d563jk,Advanced Cloud Computing,"David Dai, Shangjie Chen, Michael Kuchnik, Yiyun Yao, Kevin Hsieh, Alex Glikson, George Amvrosiadis, Pooja Nilangekar, Andrew Chung, Cameron, Greg Ganger, Majd F. Sakr",Spring 2018,jcb9o5s0d563jk,868.0,0,3670,926,1396.0,132,3.0,65.0,110.0,143.0,j31383jk2G3,584.0,13.0,45.0,101.0,131.0,j6h0ajp73dw41d,487.0,10.0,53.0,98.0,97.0,iri1bkwcboc70r,478.0
3,99101-D3,jcbbzvttriz69o,Computing @ Carnegie Mellon - D3,None,Spring 2018,jcbbzvttriz69o,,0,5,5,,0,,,,,,,,,,,,,,,,,,
90,09-105,jcbmn6cpodq4jc,Introduction to Modern Chemistry I,"Jahnn Drigo, Leonard D Vuocolo, Yookyung Bae, Yookyung  Bae, Richard Ruales",Spring 2018,jcbmn6cpodq4jc,24.0,0,91,31,14728.0,6,0.0,8.0,76.0,10.0,j3du4paa3ss37j,21.0,1.0,1.0,15.0,4.0,jcbnvj8to0h4bh,21.0,0.0,1.0,45.0,3.0,j3du4ii7kkw31n,6.0
1,67316-W,jcbrz8lr1lx2st,Human Computer Interface Design and Testing,None,Spring 2018,jcbrz8lr1lx2st,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,45751-M3,jcc02v56v8d7ml,Optimization 17-18 M3,None,Spring 2018,jcc02v56v8d7ml,,0,5,5,,0,,,,,,,,,,,,,,,,,,
31,539-S18,jcc2vb31qvq5xy,CMU 15-539-s18,David Kosbie,Spring 2018,jcc2vb31qvq5xy,25.0,0,307,175,1198.0,9,0.0,13.0,94.0,21.0,iprn4fcerde7x,165.0,6.0,5.0,71.0,18.0,ipbrve364d1422,53.0,2.0,2.0,97.0,11.0,idz68vw8tvl5kl,166.0
92,09218,jcc3mww7u142if,Organic Chemistry II,"Prof. Das, Chad Ratterman, Mae Carpenter",Spring 2018,jcc3mww7u142if,83.0,0,276,93,3240.0,13,1.0,13.0,57.0,18.0,iprn4g4p1l98r,60.0,3.0,5.0,13.0,16.0,iprn4q8hv71ir,42.0,1.0,11.0,32.0,13.0,iprn4xnadl7qf,66.0
31,11-695,jcc5x8zf60sz1,Competitive Engineering,"Hieu Pham, Hai Pham",Spring 2018,jcc5x8zf60sz1,62.0,0,228,79,12511.0,8,1.0,13.0,107.0,31.0,j6w7bsbdw6252w,58.0,3.0,10.0,107.0,24.0,j6nnd1z7ydE,61.0,0.0,9.0,95.0,20.0,j6w7bsrqxst53b,54.0
201,15-210,jcc75znn6gv2vs,Parallel and Sequential Algorithms and Data Structures,Alex Friedman,Spring 2018,jcc75znn6gv2vs,832.0,0,3812,1062,626.0,267,6.0,66.0,104.0,109.0,j6vem0qw5r518g,545.0,50.0,0.0,111.0,84.0,ij3drdslnqb3gp,582.0,23.0,15.0,103.0,64.0,iprn51cbdgau3,397.0
3,12725-A,jcc8br7kwce71k,"Fate, Transport & Physicochemical Processes of Orgnc Contaminants in Aqua Systms",Xiaoyu Gao,Spring 2018,jcc8br7kwce71k,,0,5,5,,0,,,,,,,,,,,,,,,,,,
45,"08-200, 19-211, 08-630",jcc8cku2jhy3yb,Ethics and Policy Issues in Computing,"Jim Herbsleb, James Herbsleb",Spring 2018,jcc8cku2jhy3yb,19.0,0,919,332,40298.0,39,4.0,15.0,102.0,40.0,hz9xqblzcys58e,135.0,2.0,6.0,98.0,39.0,j4kh2xar2b07ca,157.0,2.0,4.0,28.0,35.0,hz9yocf36tc1jd,154.0
165,10-702/36-702,jcc9be0tahb3se,Statistical Machine Learning,"Collin Eubanks, Chenghui, Yu Chen, Hongyang Zhang, Larry Wasserman",Spring 2018,jcc9be0tahb3se,156.0,0,720,214,4512.0,75,4.0,17.0,50.0,60.0,i8m56731x3t2ta,134.0,13.0,10.0,107.0,49.0,hyw1vqj6a3t7oj,202.0,21.0,4.0,82.0,46.0,j6wegmkol5r2dd,199.0
1,57766-A,jcc9iojcmtz2je,Artist as Entrepreneur,Monica Yunus,Spring 2018,jcc9iojcmtz2je,,0,5,5,,0,,,,,,,,,,,,,,,,,,
11,80405,jcca352gis723r,Game Theory,None,Spring 2018,jcca352gis723r,,0,5,5,,0,,,,,,,,,,,,,,,,,,
17,12768,jccaibo9rfc4qx,Decision Analytics for Business and Policy,Alexandre Jacquillat,Spring 2018,jccaibo9rfc4qx,,0,5,5,,0,,,,,,,,,,,,,,,,,,
160,95702,jccapeh72gj1gb,Distributed Systems for ISM,"Hardik Gupta, Raj Vaibhav, Kavya Elchuri, Arvind Narayanamurthy, Dan Hou, Tejas Sukhram Bisen, Michael J. McCarthy, Kuhu Bhadani, you zhang, Zheng Wang, Annamalai Senthilnathan, Skandh Pathak, Yang Zhou, Rui Wan, Arvind Narayanamurthy, Joe Mertz",Spring 2018,jccapeh72gj1gb,470.0,0,1691,553,5403.0,104,9.0,52.0,65.0,85.0,j7hr66vhhauje,424.0,0.0,32.0,78.0,51.0,j92szbh5fmw1ux,196.0,3.0,24.0,93.0,40.0,j8z8ccmrry63f9,307.0
8,73315-A,jccb2tvsh2t634,Market Design,Onur Kesten,Spring 2018,jccb2tvsh2t634,1.0,0,8,6,,0,,,,,,,,,,,,,,,,,,
29,85426,jccb6aiqseicf,Learning in Humans and Machines,"Charles  Kemp, Qiong  Zhang",Spring 2018,jccb6aiqseicf,37.0,0,574,93,7737.0,6,2.0,7.0,57.0,45.0,iegu8w2shkh5av,70.0,1.0,5.0,66.0,37.0,ie0hwitwnch1v8,72.0,2.0,4.0,103.0,35.0,hz9y0j8z4qny7,68.0
23,18657,jcccf54rktl104,Decision Analysis and Engineering Economics for Software Engineers,Yawei Wu,Spring 2018,jcccf54rktl104,43.0,0,175,81,2704.0,8,0.0,6.0,57.0,10.0,jcfkrsy5o5tb,58.0,0.0,9.0,81.0,9.0,iy272brrlOT,63.0,3.0,2.0,79.0,8.0,j65b5kjy7CR,63.0
51,36402-B,jcccq728gxp12v,Advanced Methods for Data Analysis,"Mark J Schervish, Jaehyeok Shin, Purvasha Chakravarti",Spring 2018,jcccq728gxp12v,2.0,0,11,9,,0,,,,,,,,,,,,,,,,,,
228,15-440 / 15-640,jcccsd7whck1u6,Distributed Systems,Mahadev Satyanarayanan,Spring 2018,jcccsd7whck1u6,1915.0,0,7200,1903,1567.0,377,9.0,93.0,103.0,171.0,hw8wu3mvoc75dv,1049.0,10.0,34.0,109.0,151.0,j6h0ar7hl3o45w,1212.0,50.0,27.0,111.0,120.0,j6h0asfae5646u,1123.0
4,76371-A,jccdg474gor3h7,"Innovation, Teamwork, and Rhetorical Invention - :Innovation  in Teamwork",Martha Harty,Spring 2018,jccdg474gor3h7,,0,6,6,,0,,,,,,,,,,,,,,,,,,
54,21127-2,jccdw4juc9l1m4,Concepts of Mathematics,"Alice Zhang, Yiyuan Chen, Yiyuan chen",Spring 2018,jccdw4juc9l1m4,9.0,0,36,20,2135.0,2,,,,,,,,,,,,,,,,,,
19,53-230,jcce8rikxfqoi,Programming for Game Designers,Dave Culyba,Spring 2018,jcce8rikxfqoi,31.0,0,245,80,3262.0,21,5.0,21.0,59.0,59.0,ishro4nrkuw6cl,58.0,3.0,10.0,40.0,28.0,iprn5r1ckdo1j9,61.0,3.0,7.0,68.0,11.0,ishro6ubbw36eq,65.0
19,70110-B,jccevzqyau41ka,Business Computing - B,None,Spring 2018,jccevzqyau41ka,,0,5,5,,0,,,,,,,,,,,,,,,,,,
12,17-413,jccg0ptckti6fk,Software Engineering Practicum,Charlie Garrod,Spring 2018,jccg0ptckti6fk,,0,20,13,,0,,,,,,,,,,,,,,,,,,
0,62238-W,jcclntmxl595tp,Looking at Shapes,None,Spring 2018,jcclntmxl595tp,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,45944-E3,jccn3l69r636sr,Developing Star Performers 17-18 E3,None,Spring 2018,jccn3l69r636sr,,0,5,5,,0,,,,,,,,,,,,,,,,,,
